EventID,EstCorEffort,TotHarvest,beach,Date,CorrectionFactor,CPUE,SumPeople,n_interviews,WastageRate,Wastage,PctInterviewed,year,month,season_year,season_label
106,9126.410412535979,107131.6131380644,LongBeach,2008-11-15,0.54466999,11.738636363636363,91,32,NA,NA,0.009971061555045013,2008,11,2008,2008-09
107,4330.19188037479,63089.88867569316,LongBeach,2008-11-14,0.54466999,14.569767441860465,88,32,NA,NA,0.020322425063617124,2008,11,2008,2008-09
109,1266.4298124072886,18701.92862508438,Mocrocks,2008-12-11,0.54811001,14.767441860465116,49,20,NA,NA,0.03869144544762297,2008,12,2008,2008-09
113,709.3353850538164,9060.147418187382,Mocrocks,2008-12-13,0.53350997,12.772727272727273,44,16,NA,NA,0.06202989576878613,2008,12,2008,2008-09
114,204.06432904702825,734.6315845693017,LongBeach,2008-12-12,0.54470003,3.6,13,5,NA,NA,0.06370540143252595,2008,12,2008,2008-09
115,1437.5564419136108,9213.429923173597,LongBeach,2008-12-13,0.54470003,6.409090909090909,24,9,NA,NA,0.0166949966625674,2008,12,2008,2008-09
116,369.0392306528655,4853.425033434656,Twin Harbors,2008-12-13,0.62068963,13.151515151515152,34,15,NA,NA,0.09213112638418079,2008,12,2008,2008-09
117,482.4997144305363,6982.05469117129,Twin Harbors,2009-01-09,0.40240002,14.470588235294118,38,18,NA,NA,0.07875652329628625,2009,1,2008,2008-09
118,891.5386215723253,13373.079323584878,Mocrocks,2009-01-09,0.54512501,15,48,18,NA,NA,0.05383950716049382,2009,1,2008,2008-09
120,1804.7883234738165,24102.656965101938,Mocrocks,2009-01-10,0.54813337,13.35483870967742,34,15,NA,NA,0.018838774363609333,2009,1,2008,2008-09
122,972.7078275186229,7604.806651509234,Twin Harbors,2009-01-10,0.56476665,7.818181818181818,34,12,NA,NA,0.03495396977192419,2009,1,2008,2008-09
123,664.3124543732332,9964.6868155985,Mocrocks,2009-01-11,0.54512501,15,15,7,NA,NA,0.022579736238954345,2009,1,2008,2008-09
125,2710.773749107129,38361.555782819065,LongBeach,2009-01-09,0.50269997,14.151515151515152,68,37,NA,NA,0.025085088721402055,2009,1,2008,2008-09
126,4422.655372029655,32254.883144285242,LongBeach,2009-01-10,0.73969996,7.293103448275862,59,22,NA,NA,0.01334040187104237,2009,1,2008,2008-09
127,2167.0259224477286,32505.388836715927,Twin Harbors,2009-02-06,0.53345001,15,32,13,NA,NA,0.014766782283737024,2009,2,2008,2008-09
128,2450.2614072671813,36753.921109007715,Mocrocks,2009-02-06,0.601825,15,35,15,0.04,1470.1568443603087,0.014284190207703636,2009,2,2008,2008-09
130,670.6451077377158,10059.676616065735,Twin Harbors,2013-05-14,0.52784997,15,70,37,0.025,251.49191540164338,0.1043771127118644,2013,5,2012,2012-13
131,8210.738996453281,118707.80277923134,Mocrocks,2009-02-07,0.5733,14.457627118644067,60,21,0.02,2374.1560555846268,0.007307503018414987,2009,2,2008,2008-09
133,0,0,Kalaloch,2011-01-22,0.59600002,NA,0,1,NA,NA,NA,2011,1,2010,2010-11
134,2512.473503791615,37523.24558923564,Mocrocks,2009-02-08,0.58176672,14.934782608695652,98,31,NA,NA,0.03900538646561112,2009,2,2008,2008-09
135,21386.28862051526,140955.08408975968,LongBeach,2009-02-07,0.36975002,6.590909090909091,124,49,NA,NA,0.005798107479062557,2009,2,2008,2008-09
136,7373.625834293051,62911.14807556412,LongBeach,2009-02-08,0.45424998,8.53191489361702,49,21,NA,NA,0.006645306000219346,2009,2,2008,2008-09
137,12602.215509381642,112127.40466039564,Copalis,2009-03-28,0.51472497,8.897435897435898,80,29,NA,NA,0.006348090138630346,2009,3,2008,2008-09
138,7417.976577155219,109257.99399233704,Copalis,2009-03-29,0.50108004,14.728813559322035,59,23,0.04,4370.3197596934815,0.007953651428571427,2009,3,2008,2008-09
139,3021.9663513312958,44725.101999703176,Mocrocks,2009-03-27,0.59367502,14.8,91,34,0.07777777777777778,3478.619044421358,0.030112843566213403,2009,3,2008,2008-09
140,5582.822722601119,76949.90652651875,Mocrocks,2009-03-28,0.59205997,13.783333333333333,123,56,NA,NA,0.0220318656191706,2009,3,2008,2008-09
141,3776.390611536953,56161.70653054956,Mocrocks,2009-03-29,0.55620003,14.871794871794872,84,25,NA,NA,0.02224346171801673,2009,3,2008,2008-09
142,2762.544703127298,41438.17054690947,Twin Harbors,2009-03-27,0.60632503,15,26,11,0.085,3522.244496487305,0.00941161240597015,2009,3,2008,2008-09
143,16925.759733562692,62183.769455915106,LongBeach,2009-03-28,0.36975002,3.6739130434782608,140,55,NA,NA,0.008271416007541985,2009,3,2008,2008-09
144,8951.66156465058,99542.47659891445,LongBeach,2009-03-29,0.50269997,11.12,52,25,NA,NA,0.005808977431111112,2009,3,2008,2008-09
145,2957.6467611918174,44364.70141787726,Twin Harbors,2009-04-10,0.49465001,15,48,18,0.04,1774.5880567150905,0.01622911857826384,2009,4,2008,2008-09
146,8386.097154456329,125791.45731684493,LongBeach,2009-04-11,0.32219994,15,52,20,0.135,16981.846737774067,0.006200739037749815,2009,4,2008,2008-09
147,2548.129006702339,19535.65571805127,LongBeach,2009-04-12,0.55579996,7.666666666666667,36,13,NA,NA,0.014128013105030892,2009,4,2008,2008-09
148,4396.281504470052,62187.40019050364,Twin Harbors,2009-04-11,0.6207,14.145454545454545,57,20,NA,NA,0.01296550276456217,2009,4,2008,2008-09
149,1320.8995254942904,12081.398099033144,Twin Harbors,2009-04-12,0.56476665,9.146341463414634,41,22,NA,NA,0.031039453954423594,2009,4,2008,2008-09
150,9618.081412810938,144271.22119216406,Copalis,2009-04-25,0.51472497,15,81,26,0.06333333333333334,9137.177342170391,0.008421638009022353,2009,4,2008,2008-09
151,5520.463217588489,82806.94826382735,Mocrocks,2009-04-25,0.59367502,15,72,27,0.03666666666666667,3036.254769673669,0.013042383793194052,2009,4,2008,2008-09
152,9746.120175833577,101760.96065943883,LongBeach,2009-04-25,0.55579996,10.441176470588236,103,44,0.105,10684.900869241077,0.010568308018138151,2009,4,2008,2008-09
153,4565.271586733385,67762.9527677877,Mocrocks,2009-04-26,0.58176672,14.843137254901961,52,20,0.04,2710.518110711508,0.011390340971413676,2009,4,2008,2008-09
154,8554.082775506307,126965.65557802058,Copalis,2009-04-26,0.51472497,14.842696629213483,89,31,0.03,3808.9696673406174,0.010404388446513738,2009,4,2008,2008-09
155,1701.1583801672004,25517.37570250801,Mocrocks,2009-04-27,0.60723329,15,51,16,NA,NA,0.02997957191674734,2009,4,2008,2008-09
156,3368.8344881014764,50614.68401635389,Copalis,2009-04-27,0.50937498,15.024390243902438,41,19,0.02666666666666667,1349.7249071027704,0.012170381223776226,2009,4,2008,2008-09
157,1263.0900596101176,18946.350894151765,Twin Harbors,2009-04-27,0.6207,15,50,23,0.01,189.46350894151766,0.03958545918367347,2009,4,2008,2008-09
158,6551.290093240574,84864.40397705481,LongBeach,2009-04-27,0.50269997,12.953846153846154,66,30,0.07666666666666666,6506.270971574202,0.010074351625506073,2009,4,2008,2008-09
159,1855.3787248270385,27713.251839188673,Mocrocks,2009-05-09,0.60723329,14.936708860759493,88,25,NA,NA,0.0474296696531343,2009,5,2008,2008-09
160,4244.806515182608,63672.097727739114,Copalis,2009-05-09,0.53033328,15,74,28,0.05,3183.604886386956,0.01743306785252062,2009,5,2008,2008-09
161,4582.42354028593,63221.91121682622,LongBeach,2009-05-09,0.57123339,13.796610169491526,60,33,NA,NA,0.01309350815622254,2009,5,2008,2008-09
162,3060.339716941769,45905.09575412654,Twin Harbors,2009-05-10,0.53033328,15,51,19,0.06,2754.3057452475923,0.016664816561922365,2009,5,2008,2008-09
163,6484.422385141076,91926.22322464701,LongBeach,2009-05-10,0.52895999,14.176470588235293,34,20,0.05,4596.311161232351,0.005243335177842566,2009,5,2008,2008-09
164,4923.768376709601,67448.88187273427,Copalis,2009-10-16,0.51160002,13.698630136986301,73,33,NA,NA,0.014826042659785632,2009,10,2009,2009-10
165,185.8166477689962,0,Kalaloch,2010-12-04,0.56800002,0,57,1,NA,NA,0.30675400016289894,2010,12,2010,2010-11
166,95.87727386797259,0,Kalaloch,2010-12-05,0.59600002,0,42,1,NA,NA,0.4380600147,2010,12,2010,2010-11
167,6772.752340987171,100367.29372788218,Copalis,2009-10-17,0.50937498,14.819277108433734,85,34,NA,NA,0.01255028911740935,2009,10,2009,2009-10
168,2860.320327779149,42641.354360181256,Copalis,2009-10-18,0.50937498,14.907894736842104,82,28,NA,NA,0.028668117764162317,2009,10,2009,2009-10
169,114.51341897605978,204.48824817153533,Kalaloch,2011-02-18,0.59600002,1.7857142857142858,32,1,NA,NA,0.27944323282051275,2011,2,2010,2010-11
170,3496.238150879349,46404.61545712591,Mocrocks,2009-10-17,0.58767498,13.272727272727273,89,27,NA,NA,0.025455931821353573,2009,10,2009,2009-10
171,1202.496784113026,18037.45176169539,Mocrocks,2009-10-18,0.60723329,15,51,24,NA,NA,0.04241175583485499,2009,10,2009,2009-10
172,1512.4508824694556,17785.302043853782,Twin Harbors,2009-10-16,0.56476665,11.75925925925926,55,24,NA,NA,0.03636481728927203,2009,10,2009,2009-10
173,2241.471883350006,29598.923587827,Twin Harbors,2009-10-17,0.62146664,13.205128205128204,39,15,NA,NA,0.01739928137832017,2009,10,2009,2009-10
174,1826.347229967077,27395.208449506157,Twin Harbors,2009-10-18,0.48430002,15,30,14,NA,NA,0.01642623018654607,2009,10,2009,2009-10
175,1763.369739278557,26450.546089178355,Twin Harbors,2009-10-19,0.48430002,15,31,13,NA,NA,0.017579977306791568,2009,10,2009,2009-10
176,3361.8462320576623,36845.83470335198,LongBeach,2009-10-16,0.50269997,10.96,75,39,NA,NA,0.02230917026627219,2009,10,2009,2009-10
177,5397.625433438318,80964.38150157478,LongBeach,2009-10-17,0.55579996,15,69,26,NA,NA,0.01278339908,2009,10,2009,2009-10
178,1367.064876637574,20471.79652764767,Twin Harbors,2009-11-04,0.53033328,14.975,40,17,NA,NA,0.029259767172413798,2009,11,2009,2009-10
179,1624.38027220173,23824.24399229204,LongBeach,2009-11-04,0.34963334,14.666666666666666,36,16,NA,NA,0.022162298210630572,2009,11,2009,2009-10
180,199.33139252042253,2029.5559965715747,Twin Harbors,2009-11-05,0.53345001,10.181818181818182,11,6,NA,NA,0.05518448379310346,2009,11,2009,2009-10
181,781.6948031182491,10162.032440537238,Twin Harbors,2009-11-07,0.56476665,13,46,14,NA,NA,0.058846495865780314,2009,11,2009,2009-10
182,2023.7297120316812,28369.01105411684,Twin Harbors,2009-11-14,0.6207,14.018181818181818,62,24,0.04,1134.7604421646736,0.030636502311248075,2009,11,2009,2009-10
183,3936.1851211662806,59042.77681749422,Copalis,2009-11-14,0.69999999,15,88,29,NA,NA,0.022356672079977238,2009,11,2009,2009-10
184,2637.686773659586,39565.301604893786,Mocrocks,2009-11-14,0.60819995,15,83,31,NA,NA,0.03146696599037191,2009,11,2009,2009-10
185,5362.003071602138,77749.044538231,LongBeach,2009-11-14,0.55110002,14.5,60,26,NA,NA,0.011189848121827412,2009,11,2009,2009-10
186,1867.012281033109,24444.835214456754,LongBeach,2009-11-15,0.71397495,13.093023255813954,43,20,NA,NA,0.023031450000000002,2009,11,2009,2009-10
187,148.21028585424096,304.8897309001528,Kalaloch,2011-02-19,0.59600002,2.057142857142857,42,1,NA,NA,0.2833811415849057,2011,2,2010,2010-11
188,728.7378543690938,7406.626556224063,Twin Harbors,2009-11-15,0.6207,10.163636363636364,58,23,NA,NA,0.07958966266437964,2009,11,2009,2009-10
189,3833.1450865917727,43442.310981373426,Copalis,2009-11-15,0.34630001,11.333333333333334,55,21,NA,NA,0.014348530712387684,2009,11,2009,2009-10
190,1324.7974087658117,15161.570344764292,Mocrocks,2009-11-15,0.46220005,11.444444444444445,28,15,NA,NA,0.021135307039953338,2009,11,2009,2009-10
191,389.9999721428591,1979.9998585714386,Copalis,2009-11-16,0.70000005,5.076923076923077,13,7,NA,NA,0.03333333571428571,2009,11,2009,2009-10
192,329.66148862810184,3379.030258438044,Twin Harbors,2009-11-17,0.62185001,10.25,8,3,NA,NA,0.024267317463414633,2009,11,2009,2009-10
193,759.0254762559223,11418.383251502135,Twin Harbors,2009-12-02,0.62185001,15.043478260869565,23,12,NA,NA,0.03030201319915254,2009,12,2009,2009-10
194,1698.5616828126867,24670.91231101706,LongBeach,2009-12-02,0.57749999,14.524590163934427,62,29,NA,NA,0.03650147099593863,2009,12,2009,2009-10
195,459.34365610584643,6247.073723039512,Twin Harbors,2009-12-03,0.62185001,13.6,50,21,NA,NA,0.10885096449112278,2009,12,2009,2009-10
196,1363.6641840037828,20454.962760056744,Copalis,2009-12-03,0.50836664,15,29,14,NA,NA,0.021266232801432552,2009,12,2009,2009-10
197,547.9138013109327,7195.93459055025,Mocrocks,2009-12-03,0.56016672,13.133333333333333,30,13,NA,NA,0.05475313804511279,2009,12,2009,2009-10
198,957.9504186384352,14000.813810869437,LongBeach,2009-12-04,0.73710001,14.615384615384615,41,19,NA,NA,0.04279970988297555,2009,12,2009,2009-10
199,944.5962136593744,12344.155064866825,Mocrocks,2009-12-04,0.54813337,13.068181818181818,44,17,NA,NA,0.0465807499159282,2009,12,2009,2009-10
200,516.6728474288647,7738.611092601217,Twin Harbors,2009-12-05,0.53680003,14.977777777777778,45,20,NA,NA,0.0870957322877231,2009,12,2009,2009-10
201,1484.4724075521558,21434.333299289665,Copalis,2009-12-04,0.50836664,14.439024390243903,42,16,NA,NA,0.028292880208704293,2009,12,2009,2009-10
202,1346.6777847697888,20200.166771546832,Copalis,2009-12-05,0.50836664,15,33,15,NA,NA,0.02450474818342776,2009,12,2009,2009-10
203,788.1559387233175,11822.339080849762,Mocrocks,2009-12-05,0.46220005,15,30,14,NA,NA,0.03806353352941177,2009,12,2009,2009-10
204,6520.723150853866,19790.966756100333,Copalis,2010-01-01,0.33332503,3.0350877192982457,58,25,NA,NA,0.008894718984106096,2010,1,2009,2009-10
205,4166.5466745287085,62498.200117930624,Copalis,2010-01-02,0.50836664,15,43,15,NA,NA,0.01032029720508624,2010,1,2009,2009-10
