EventID,LocationID,NPeople,NLanterns,NCars,Comments,autonumber,sum_clams,sum_diggers,sum_people,sum_lanterns,ppl_per_car,n_interviews,CPUE,diggers_people,diggers_lanterns,beach,date,season,CF,CalcPeople,EstCorEffort,TotHarvest
1513.0,41300,1228.0,,,,8604,1218.0,99.0,108.0,0.0,,37.0,12.303030303030303,0.9166666666666666,,Mocrocks,2018-04-22,2017-18,0.7003874778747559,1228.0,1607.205585802834,19773.499025331836
1513.0,41400,1226.0,,,,8605,1218.0,99.0,108.0,0.0,,37.0,12.303030303030303,0.9166666666666666,,Mocrocks,2018-04-22,2017-18,0.7003874778747559,1226.0,1604.5879871288882,19741.29462952511
1513.0,42500,429.0,,,,8606,1218.0,99.0,108.0,0.0,,37.0,12.303030303030303,0.9166666666666666,,Mocrocks,2018-04-22,2017-18,0.7003874778747559,429.0,561.4749155614136,6907.842900543452
1513.0,42600,1132.0,,,,8607,1218.0,99.0,108.0,0.0,,37.0,12.303030303030303,0.9166666666666666,,Mocrocks,2018-04-22,2017-18,0.7003874778747559,1132.0,1481.560849453427,18227.688026608826
1514.0,21200,2237.0,,,,8608,972.0,112.0,117.0,0.0,,29.0,8.678571428571429,0.9572649572649573,,Twin Harbors,2018-04-21,2017-18,0.462799996137619,2237.0,4627.056454782119,40156.2399468591
1514.0,22307,1450.0,,,,8609,972.0,112.0,117.0,0.0,,29.0,8.678571428571429,0.9572649572649573,,Twin Harbors,2018-04-21,2017-18,0.462799996137619,1450.0,2999.2095929521997,26028.854681692304
1514.0,22309,1832.0,,,,8610,972.0,112.0,117.0,0.0,,29.0,8.678571428571429,0.9572649572649573,,Twin Harbors,2018-04-21,2017-18,0.462799996137619,1832.0,3789.346189164435,32886.11157024849
1515.0,21200,1273.0,,,,8611,800.0,76.0,94.0,0.0,,35.0,10.526315789473685,0.8085106382978723,,Twin Harbors,2018-04-22,2017-18,0.39809998869895935,1273.0,2585.3656663414063,27214.3754351727
1515.0,22307,1268.0,,,,8612,800.0,76.0,94.0,0.0,,35.0,10.526315789473685,0.8085106382978723,,Twin Harbors,2018-04-22,2017-18,0.39809998869895935,1268.0,2575.211048641715,27107.48472254437
1515.0,22309,1458.0,,,,8613,800.0,76.0,94.0,0.0,,35.0,10.526315789473685,0.8085106382978723,,Twin Harbors,2018-04-22,2017-18,0.39809998869895935,1458.0,2961.0865212299846,31169.331802420893
1516.0,11101,158.0,,,,8614,600.0,115.0,114.0,0.0,15.0,47.0,5.217391304347826,1.0087719298245614,,LongBeach,2018-04-21,2017-18,0.5568333268165588,158.0,286.23639648779186,1493.407286023262
1516.0,11104,441.0,,,,8615,600.0,115.0,114.0,0.0,15.0,47.0,5.217391304347826,1.0087719298245614,,LongBeach,2018-04-21,2017-18,0.5568333268165588,441.0,798.9256382982038,4168.3076780775855
1516.0,11200,549.0,,,,8616,600.0,115.0,114.0,0.0,15.0,47.0,5.217391304347826,1.0087719298245614,,LongBeach,2018-04-21,2017-18,0.5568333268165588,549.0,994.5808966569476,5189.1177216884225
1516.0,12300,273.0,,,,8617,600.0,115.0,114.0,0.0,15.0,47.0,5.217391304347826,1.0087719298245614,,LongBeach,2018-04-21,2017-18,0.5568333268165588,273.0,494.57301418460236,2580.3809435718385
1516.0,12400,1969.0,,,,8618,600.0,115.0,114.0,0.0,15.0,47.0,5.217391304347826,1.0087719298245614,,LongBeach,2018-04-21,2017-18,0.5568333268165588,1969.0,3567.085219521912,18610.879406201282
1516.0,12500,1311.0,,,,8619,600.0,115.0,114.0,0.0,15.0,47.0,5.217391304347826,1.0087719298245614,,LongBeach,2018-04-21,2017-18,0.5568333268165588,1311.0,2375.0374417436396,12391.499696053772
1516.0,12600,3297.0,,,,8620,600.0,115.0,114.0,0.0,15.0,47.0,5.217391304347826,1.0087719298245614,,LongBeach,2018-04-21,2017-18,0.5568333268165588,3297.0,5972.920248229429,31163.06216467528
1517.0,11101,190.0,,,,8621,334.0,64.0,64.0,0.0,,35.0,5.21875,1.0,,LongBeach,2018-04-22,2017-18,0.5231599807739258,190.0,363.1776263140913,1895.333237326664
1517.0,11104,503.0,,,,8622,334.0,64.0,64.0,0.0,,35.0,5.21875,1.0,,LongBeach,2018-04-22,2017-18,0.5231599807739258,503.0,961.4649791367785,5017.645359870063
1517.0,11200,620.0,,,,8623,334.0,64.0,64.0,0.0,,35.0,5.21875,1.0,,LongBeach,2018-04-22,2017-18,0.5231599807739258,620.0,1185.1059384986136,6184.77161653964
1517.0,12300,301.0,,,,8625,334.0,64.0,64.0,0.0,,35.0,5.21875,1.0,,LongBeach,2018-04-22,2017-18,0.5231599807739258,301.0,575.3498185291656,3002.606865449083
1517.0,12400,1055.0,,,,8626,334.0,64.0,64.0,0.0,,35.0,5.21875,1.0,,LongBeach,2018-04-22,2017-18,0.5231599807739258,1055.0,2016.59155663877,10524.08718620858
1517.0,12500,1264.0,,,,8627,334.0,64.0,64.0,0.0,,35.0,5.21875,1.0,,LongBeach,2018-04-22,2017-18,0.5231599807739258,1264.0,2416.0869455842703,12608.953747267911
1517.0,12600,4470.0,,,,8628,334.0,64.0,64.0,0.0,,35.0,5.21875,1.0,,LongBeach,2018-04-22,2017-18,0.5231599807739258,4470.0,8544.23152433678,44590.208267632566
1518.0,21200,,,110.0,,8629,907.0,65.0,69.0,0.0,3.04,25.0,13.953846153846154,0.9420289855072463,,Twin Harbors,2018-10-11,2018-19,0.5271333456039429,334.4,597.5992514620893,8338.808016555617
1518.0,22307,,,85.0,,8630,907.0,65.0,69.0,0.0,3.04,25.0,13.953846153846154,0.9420289855072463,,Twin Harbors,2018-10-11,2018-19,0.5271333456039429,258.4,461.78123976616,6443.62437642934
1518.0,22309,,,146.0,,8631,907.0,65.0,69.0,0.0,3.04,25.0,13.953846153846154,0.9420289855072463,,Twin Harbors,2018-10-11,2018-19,0.5271333456039429,443.84000000000003,793.1771883042279,11067.872458337457
1519.0,41100,,,10.0,,8632,681.0,47.0,47.0,0.0,2.0952380952380953,21.0,14.48936170212766,1.0,,Mocrocks,2018-10-11,2018-19,0.5892333388328552,20.952380952380953,35.558715998458474,515.2230977648983
1519.0,41200,,,25.0,,8633,681.0,47.0,47.0,0.0,2.0952380952380953,21.0,14.48936170212766,1.0,,Mocrocks,2018-10-11,2018-19,0.5892333388328552,52.38095238095239,88.8967899961462,1288.057744412246
1519.0,41300,,,107.0,,8634,681.0,47.0,47.0,0.0,2.0952380952380953,21.0,14.48936170212766,1.0,,Mocrocks,2018-10-11,2018-19,0.5892333388328552,224.1904761904762,380.4782611835057,5512.887146084413
1519.0,41400,,,99.0,,8635,681.0,47.0,47.0,0.0,2.0952380952380953,21.0,14.48936170212766,1.0,,Mocrocks,2018-10-11,2018-19,0.5892333388328552,207.42857142857144,352.0312883847389,5100.708667872494
1519.0,42500,,,19.0,,8636,681.0,47.0,47.0,0.0,2.0952380952380953,21.0,14.48936170212766,1.0,,Mocrocks,2018-10-11,2018-19,0.5892333388328552,39.80952380952381,67.5615603970711,978.9238857533069
1519.0,42600,,,101.0,,8637,681.0,47.0,47.0,0.0,2.0952380952380953,21.0,14.48936170212766,1.0,,Mocrocks,2018-10-11,2018-19,0.5892333388328552,211.61904761904762,359.1430315844306,5203.753287425474
1520.0,21200,,,58.0,,8638,520.0,35.0,42.0,0.0,2.4705882352941178,17.0,14.857142857142858,0.8333333333333334,,Twin Harbors,2018-10-12,2018-19,0.5271333456039429,143.29411764705884,226.53047032923124,3365.59555917715
1520.0,22307,,,107.0,,8639,520.0,35.0,42.0,0.0,2.4705882352941178,17.0,14.857142857142858,0.8333333333333334,,Twin Harbors,2018-10-12,2018-19,0.5271333456039429,264.3529411764706,417.9096607797886,6208.943531585432
1520.0,22309,,,113.0,,8640,520.0,35.0,42.0,0.0,2.4705882352941178,17.0,14.857142857142858,0.8333333333333334,,Twin Harbors,2018-10-12,2018-19,0.5271333456039429,279.1764705882353,441.34384736557115,6557.108589431343
1521.0,31002,,,1.0,,8641,572.0,39.0,45.0,0.0,2.2777777777777777,18.0,14.666666666666666,0.8666666666666667,,Copalis,2018-10-12,2018-19,0.504925012588501,2.2777777777777777,3.909638114289431,57.34135900957832
1521.0,31005,,,153.0,,8642,572.0,39.0,45.0,0.0,2.2777777777777777,18.0,14.666666666666666,0.8666666666666667,,Copalis,2018-10-12,2018-19,0.504925012588501,348.5,598.1746314862829,8773.227928465483
1521.0,32007,,,67.0,,8643,572.0,39.0,45.0,0.0,2.2777777777777777,18.0,14.666666666666666,0.8666666666666667,,Copalis,2018-10-12,2018-19,0.504925012588501,152.61111111111111,261.9457536573919,3841.8710536417475
1521.0,32009,,,93.0,,8644,572.0,39.0,45.0,0.0,2.2777777777777777,18.0,14.666666666666666,0.8666666666666667,,Copalis,2018-10-12,2018-19,0.504925012588501,211.83333333333331,363.59634462891705,5332.746387890783
1521.0,33012,,,192.0,,8645,572.0,39.0,45.0,0.0,2.2777777777777777,18.0,14.666666666666666,0.8666666666666667,,Copalis,2018-10-12,2018-19,0.504925012588501,437.3333333333333,750.6505179435708,11009.540929839037
1521.0,33012,3.0,,,,8646,572.0,39.0,45.0,0.0,2.2777777777777777,18.0,14.666666666666666,0.8666666666666667,,Copalis,2018-10-12,2018-19,0.504925012588501,3.0,5.149279467600714,75.52276552481047
1532.0,41200,27.0,,,,8692,253.0,17.0,17.0,0.0,,9.0,14.882352941176471,1.0,,Mocrocks,2018-11-08,2018-19,0.3210499882698059,27.0,84.09905306493759,1251.5917897311301
1532.0,41300,119.0,,,,8693,253.0,17.0,17.0,0.0,,9.0,14.882352941176471,1.0,,Mocrocks,2018-11-08,2018-19,0.3210499882698059,119.0,370.6587894343546,5516.274925111277
1532.0,41400,118.0,,,,8694,253.0,17.0,17.0,0.0,,9.0,14.882352941176471,1.0,,Mocrocks,2018-11-08,2018-19,0.3210499882698059,118.0,367.54400969120877,5469.919673639754
1532.0,42500,40.0,,,,8695,253.0,17.0,17.0,0.0,,9.0,14.882352941176471,1.0,,Mocrocks,2018-11-08,2018-19,0.3210499882698059,40.0,124.59118972583347,1854.2100588609335
1532.0,42600,133.0,,,,8696,253.0,17.0,17.0,0.0,,9.0,14.882352941176471,1.0,,Mocrocks,2018-11-08,2018-19,0.3210499882698059,133.0,414.2657058383963,6165.248445712604
1533.0,31002,,,0.0,,8697,645.0,43.0,47.0,0.0,2.263157894736842,20.0,15.0,0.9148936170212766,,Copalis,2018-11-09,2018-19,0.49082499742507935,0.0,0.0,0.0
1533.0,31005,,,114.0,,8698,645.0,43.0,47.0,0.0,2.263157894736842,20.0,15.0,0.9148936170212766,,Copalis,2018-11-09,2018-19,0.49082499742507935,258.0,480.9098037585574,7213.647056378361
1533.0,32007,,,88.0,,8699,645.0,43.0,47.0,0.0,2.263157894736842,20.0,15.0,0.9148936170212766,,Copalis,2018-11-09,2018-19,0.49082499742507935,199.1578947368421,371.22862044520224,5568.429306678034
1533.0,32009,,,107.0,,8700,645.0,43.0,47.0,0.0,2.263157894736842,20.0,15.0,0.9148936170212766,,Copalis,2018-11-09,2018-19,0.49082499742507935,242.1578947368421,451.3802544049618,6770.703816074427
1533.0,33012,,,147.0,,8701,645.0,43.0,47.0,0.0,2.263157894736842,20.0,15.0,0.9148936170212766,,Copalis,2018-11-09,2018-19,0.49082499742507935,332.6842105263158,620.1205364255082,9301.808046382625
1534.0,41100,,,11.0,,8703,895.0,61.0,62.0,0.0,2.5,24.0,14.672131147540984,0.9838709677419355,,Mocrocks,2018-11-10,2018-19,0.6511333584785461,27.5,41.552857430195225,609.6689737708972
1534.0,41200,,,31.0,,8704,895.0,61.0,62.0,0.0,2.5,24.0,14.672131147540984,0.9838709677419355,,Mocrocks,2018-11-10,2018-19,0.6511333584785461,77.5,117.10350730327745,1718.1580169907102
1534.0,41300,,,241.0,,8705,895.0,61.0,62.0,0.0,2.5,24.0,14.672131147540984,0.9838709677419355,,Mocrocks,2018-11-10,2018-19,0.6511333584785461,602.5,910.3853309706408,13357.292970798746
1534.0,41400,,,231.0,,8706,895.0,61.0,62.0,0.0,2.5,24.0,14.672131147540984,0.9838709677419355,,Mocrocks,2018-11-10,2018-19,0.6511333584785461,577.5,872.6100060340998,12803.048449188842
1534.0,42500,,,33.0,,8707,895.0,61.0,62.0,0.0,2.5,24.0,14.672131147540984,0.9838709677419355,,Mocrocks,2018-11-10,2018-19,0.6511333584785461,82.5,124.65857229058567,1829.0069213126915
1534.0,42600,,,170.0,,8708,895.0,61.0,62.0,0.0,2.5,24.0,14.672131147540984,0.9838709677419355,,Mocrocks,2018-11-10,2018-19,0.6511333584785461,425.0,642.1805239211989,9422.15686736841
1535.0,31002,,,0.0,,8709,746.0,50.0,63.0,0.0,2.6666666666666665,21.0,14.92,0.7936507936507936,,Copalis,2018-11-11,2018-19,0.4466800093650818,0.0,0.0,0.0
1535.0,31005,,,67.0,,8710,746.0,50.0,63.0,0.0,2.6666666666666665,21.0,14.92,0.7936507936507936,,Copalis,2018-11-11,2018-19,0.4466800093650818,178.66666666666666,317.45083466013426,4736.366453129203
1535.0,32007,,,47.0,,8711,746.0,50.0,63.0,0.0,2.6666666666666665,21.0,14.92,0.7936507936507936,,Copalis,2018-11-11,2018-19,0.4466800093650818,125.33333333333333,222.6893914780046,3322.5257208518287
1535.0,32009,,,139.0,,8712,746.0,50.0,63.0,0.0,2.6666666666666665,21.0,14.92,0.7936507936507936,,Copalis,2018-11-11,2018-19,0.4466800093650818,370.66666666666663,658.5920301158008,9826.193089327748
1535.0,33012,,,97.0,,8713,746.0,50.0,63.0,0.0,2.6666666666666665,21.0,14.92,0.7936507936507936,,Copalis,2018-11-11,2018-19,0.4466800093650818,258.66666666666663,459.59299943332866,6857.1275515452635
1535.0,33013,,,0.0,,8714,746.0,50.0,63.0,0.0,2.6666666666666665,21.0,14.92,0.7936507936507936,,Copalis,2018-11-11,2018-19,0.4466800093650818,0.0,0.0,0.0
1536.0,21100,0.0,,,,8715,564.0,39.0,39.0,0.0,2.2941176470588234,17.0,14.461538461538462,1.0,,Twin Harbors,2018-11-08,2018-19,0.47396665811538696,0.0,0.0,0.0
1536.0,21200,210.0,,,,8716,564.0,39.0,39.0,0.0,2.2941176470588234,17.0,14.461538461538462,1.0,,Twin Harbors,2018-11-08,2018-19,0.47396665811538696,210.0,443.0691408442397,6407.461421439774
1536.0,22307,150.0,,,,8717,564.0,39.0,39.0,0.0,2.2941176470588234,17.0,14.461538461538462,1.0,,Twin Harbors,2018-11-08,2018-19,0.47396665811538696,150.0,316.47795774588553,4576.7581581712675
1536.0,22309,247.0,,,,8718,564.0,39.0,39.0,0.0,2.2941176470588234,17.0,14.461538461538462,1.0,,Twin Harbors,2018-11-08,2018-19,0.47396665811538696,247.0,521.1337037548915,7536.395100455354
1537.0,21100,,,0.0,,8719,479.0,33.0,34.0,0.0,1.8,18.0,14.515151515151516,0.9705882352941176,,Twin Harbors,2018-11-09,2018-19,0.5310999751091003,0.0,0.0,0.0
1537.0,21200,,,72.0,,8720,479.0,33.0,34.0,0.0,1.8,18.0,14.515151515151516,0.9705882352941176,,Twin Harbors,2018-11-09,2018-19,0.5310999751091003,129.6,236.84473957709713,3437.8372805281674
1537.0,22307,,,85.0,,8721,479.0,33.0,34.0,0.0,1.8,18.0,14.515151515151516,0.9705882352941176,,Twin Harbors,2018-11-09,2018-19,0.5310999751091003,153.0,279.6083731118508,4058.5579006235316
1537.0,22309,,,117.0,,8722,479.0,33.0,34.0,0.0,1.8,18.0,14.515151515151516,0.9705882352941176,,Twin Harbors,2018-11-09,2018-19,0.5310999751091003,210.6,384.87270181278285,5586.485580858272
1538.0,21100,,,0.0,,8724,782.0,59.0,65.0,0.0,2.782608695652174,23.0,13.254237288135593,0.9076923076923077,,Twin Harbors,2018-11-10,2018-19,0.5271333456039429,0.0,0.0,0.0
1538.0,21200,,,119.0,,8725,782.0,59.0,65.0,0.0,2.782608695652174,23.0,13.254237288135593,0.9076923076923077,,Twin Harbors,2018-11-10,2018-19,0.5271333456039429,331.1304347826087,570.1869384692842,7557.392981067462
1538.0,22307,,,184.0,,8726,782.0,59.0,65.0,0.0,2.782608695652174,23.0,13.254237288135593,0.9076923076923077,,Twin Harbors,2018-11-10,2018-19,0.5271333456039429,512.0,881.6335855323385,11685.380743835403
1538.0,22309,,,195.0,,8727,782.0,59.0,65.0,0.0,2.782608695652174,23.0,13.254237288135593,0.9076923076923077,,Twin Harbors,2018-11-10,2018-19,0.5271333456039429,542.6086956521739,934.339941189163,12383.963288303821
1539.0,31002,0.0,,,,8728,556.0,38.0,42.0,0.0,,17.0,14.631578947368421,0.9047619047619048,,Copalis,2018-11-22,2018-19,0.5184000134468079,0.0,0.0,0.0
1539.0,31005,296.0,,,,8729,556.0,38.0,42.0,0.0,,17.0,14.631578947368421,0.9047619047619048,,Copalis,2018-11-22,2018-19,0.5184000134468079,296.0,516.6078643186672,7558.788751609974
1539.0,32007,101.0,,,,8730,556.0,38.0,42.0,0.0,,17.0,14.631578947368421,0.9047619047619048,,Copalis,2018-11-22,2018-19,0.5184000134468079,101.0,176.27498073035605,2579.181297002052
1539.0,32009,122.0,,,,8731,556.0,38.0,42.0,0.0,,17.0,14.631578947368421,0.9047619047619048,,Copalis,2018-11-22,2018-19,0.5184000134468079,122.0,212.9262143475588,3115.4467151905974
1539.0,33012,391.0,,,,8732,556.0,38.0,42.0,0.0,,17.0,14.631578947368421,0.9047619047619048,,Copalis,2018-11-22,2018-19,0.5184000134468079,391.0,682.4110640155368,9984.751357701012
1539.0,33013,0.0,,,,8733,556.0,38.0,42.0,0.0,,17.0,14.631578947368421,0.9047619047619048,,Copalis,2018-11-22,2018-19,0.5184000134468079,0.0,0.0,0.0
1540.0,41100,,,18.0,,8734,1462.0,99.0,99.0,0.0,2.9375,34.0,14.767676767676768,1.0,,Mocrocks,2018-11-23,2018-19,0.5761250257492065,52.875,91.77695402354742,1355.33239174168
1540.0,41200,,,34.0,,8735,1462.0,99.0,99.0,0.0,2.9375,34.0,14.767676767676768,1.0,,Mocrocks,2018-11-23,2018-19,0.5761250257492065,99.875,173.3564687111451,2560.0722955120623
1540.0,41300,,,241.0,,8736,1462.0,99.0,99.0,0.0,2.9375,34.0,14.767676767676768,1.0,,Mocrocks,2018-11-23,2018-19,0.5761250257492065,707.9375,1228.7914399819404,18146.394800541384
1540.0,41400,,,258.0,,8737,1462.0,99.0,99.0,0.0,2.9375,34.0,14.767676767676768,1.0,,Mocrocks,2018-11-23,2018-19,0.5761250257492065,757.875,1315.469674337513,19426.430948297413
1540.0,42500,,,47.0,,8738,1462.0,99.0,99.0,0.0,2.9375,34.0,14.767676767676768,1.0,,Mocrocks,2018-11-23,2018-19,0.5761250257492065,138.0625,239.63982439481825,3538.9234673254978
1540.0,42600,,,194.0,,8739,1462.0,99.0,99.0,0.0,2.9375,34.0,14.767676767676768,1.0,,Mocrocks,2018-11-23,2018-19,0.5761250257492065,569.875,989.1516155871221,14607.471333215884
1541.0,21100,0.0,,,,8740,1061.0,96.0,96.0,0.0,,37.0,11.052083333333334,1.0,,Twin Harbors,2018-11-23,2018-19,0.5310999751091003,0.0,0.0,0.0
1541.0,21200,446.0,,,,8741,1061.0,96.0,96.0,0.0,,37.0,11.052083333333334,1.0,,Twin Harbors,2018-11-23,2018-19,0.5310999751091003,446.0,839.7665616692623,9281.170020115493
1541.0,22307,365.0,,,,8742,1061.0,96.0,96.0,0.0,,37.0,11.052083333333334,1.0,,Twin Harbors,2018-11-23,2018-19,0.5310999751091003,365.0,687.2529036082528,7595.576361753711
1541.0,22309,476.0,,,,8743,1061.0,96.0,96.0,0.0,,37.0,11.052083333333334,1.0,,Twin Harbors,2018-11-23,2018-19,0.5310999751091003,476.0,896.2531016918584,9905.463967656895
1542.0,31002,,,3.0,,8744,1267.0,86.0,93.0,0.0,3.0,28.0,14.732558139534884,0.9247311827956989,,Copalis,2018-11-24,2018-19,0.5238666534423828,9.0,15.886830342173411,234.05365166899665
1542.0,31005,,,193.0,,8745,1267.0,86.0,93.0,0.0,3.0,28.0,14.732558139534884,0.9247311827956989,,Copalis,2018-11-24,2018-19,0.5238666534423828,579.0,1022.052752013156,15057.45159070545
1542.0,32007,,,109.0,,8746,1267.0,86.0,93.0,0.0,3.0,28.0,14.732558139534884,0.9247311827956989,,Copalis,2018-11-24,2018-19,0.5238666534423828,327.0,577.2215024323006,8503.949343973545
1542.0,32009,,,93.0,,8747,1267.0,86.0,93.0,0.0,3.0,28.0,14.732558139534884,0.9247311827956989,,Copalis,2018-11-24,2018-19,0.5238666534423828,279.0,492.49174060737573,7255.6632017388965
1542.0,33012,,,206.0,,8748,1267.0,86.0,93.0,0.0,3.0,28.0,14.732558139534884,0.9247311827956989,,Copalis,2018-11-24,2018-19,0.5238666534423828,618.0,1090.8956834959076,16071.684081271105
1542.0,33013,,,0.0,,8749,1267.0,86.0,93.0,0.0,3.0,28.0,14.732558139534884,0.9247311827956989,,Copalis,2018-11-24,2018-19,0.5238666534423828,0.0,0.0,0.0
1543.0,41100,,,22.0,,8750,916.0,66.0,75.0,0.0,2.6538461538461537,26.0,13.878787878787879,0.88,,Mocrocks,2018-11-24,2018-19,0.5365333557128906,58.38461538461538,95.7600510600037,1329.0334359236879
1543.0,41200,,,20.0,,8751,916.0,66.0,75.0,0.0,2.6538461538461537,26.0,13.878787878787879,0.88,,Mocrocks,2018-11-24,2018-19,0.5365333557128906,53.07692307692307,87.05459187273064,1208.21221447608
1543.0,41300,,,83.0,,8752,916.0,66.0,75.0,0.0,2.6538461538461537,26.0,13.878787878787879,0.88,,Mocrocks,2018-11-24,2018-19,0.5365333557128906,220.26923076923077,361.2765562718322,5014.080690075732
1543.0,41400,,,84.0,,8753,916.0,66.0,75.0,0.0,2.6538461538461537,26.0,13.878787878787879,0.88,,Mocrocks,2018-11-24,2018-19,0.5365333557128906,222.9230769230769,365.62928586546866,5074.491300799535
1543.0,42500,,,21.0,,8754,916.0,66.0,75.0,0.0,2.6538461538461537,26.0,13.878787878787879,0.88,,Mocrocks,2018-11-24,2018-19,0.5365333557128906,55.730769230769226,91.40732146636716,1268.6228251998837
